3D1. Location Convenience,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Demand for use ability,Allow access at any place in clinical setting,,1
2C. Perceived Personal Benefit,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Clinician self-image,,1
2C2. Compatibility with Education,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Continuing medical education,,1
2C3. Professional Image,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Clinician autonomy,,1
3B1. Sample Tasks,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Access to knowledge,,1
3B1. Sample Tasks,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Medical/ethical dilemmas,,1
3B4. Quality Care,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Clinician-patient rapport,,1
3B4. Quality Care,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Humaneness of medicine,,1
3B4. Quality Care,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Patients' satisfaction,,1
3B5. Time on Patient,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Generalists' management,,1
3B6. Communication Impacts,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Health care team interactions,,1
4A. Organizational Goals,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Quality of health care,,1
4C. Requirements for Use,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Role of government,,1
4E. Organization Professional Image,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Status of medicine,,1
4F. Perceived Costs,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Costs of healthcare,,1
5A2B. Privacy,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Privacy,,1
5B. General Opinion,PATC (Physicians' Attitudes Toward Computers),Cork,1998,Optimism,Enjoyment of medicine,,1
1F. Speed,TTF (Task-Technology Fit),Goodhue,1998,Accessibility,I can get data quickly and easily when I need it,,1
1F. Speed,TTF (Task-Technology Fit),Goodhue,1998,Accessibility,It is easy to get access to data that I need,,1
1D2. Accurate Content,TTF (Task-Technology Fit),Goodhue,1998,Accuracy,The data that I use or would like to use is accurate enough for my purposes,,1
1D2. Accurate Content,TTF (Task-Technology Fit),Goodhue,1998,Accuracy,There are accuracy problems in the data I use or need,,1
1C. User Assistance,TTF (Task-Technology Fit),Goodhue,1998,Assistance,I am getting the help I need in accessing and understanding the data,,1
1C. User Assistance,TTF (Task-Technology Fit),Goodhue,1998,Assistance,It is easy to get assistance when I am having trouble finding or using data,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,Authorization,Data that would be useful to me is unavailable because I don't have the right authorization,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,Authorization,Getting authorization to access data that would be useful in my job is time consuming and difficult,,1
1D2. Accurate Content,TTF (Task-Technology Fit),Goodhue,1998,Compatibility,"When it's necessary to compare or aggregate data from two or more different sources, there may be unexpected or difficult inconsistencies",,1
1D2. Accurate Content,TTF (Task-Technology Fit),Goodhue,1998,Compatibility,There are times when supposedly equivalent data from two different sources is inconsistent,,1
1I. Features,TTF (Task-Technology Fit),Goodhue,1998,Compatibility,Sometimes it is difficult or impossible to compare or aggregate data from two different sources because the data is defined differently,,1
1B3. Intuitive Use,TTF (Task-Technology Fit),Goodhue,1998,Confusion,"There are so many different systems or files, each with slightly different data, that it is hard to understand which one to use in a given situation",,1
2D. Ease of Use,TTF (Task-Technology Fit),Goodhue,1998,Confusion,"The data is stored in so many different places and in so many forms, it is hard to know how to use it effectively",,1
1D1. Up to Date Content,TTF (Task-Technology Fit),Goodhue,1998,Currency,I can't get data that is current enough to meet my needs,,1
1D1. Up to Date Content,TTF (Task-Technology Fit),Goodhue,1998,Currency,I need some data on the up-to-the-minute status of operations or events but cannot get it,,1
1D1. Up to Date Content,TTF (Task-Technology Fit),Goodhue,1998,Currency,The data is up-to-date enough for my purposes,,1
2B1. Learning,TTF (Task-Technology Fit),Goodhue,1998,Ease of Use of Hardware and Software,It is easy to learn how to use the computer systems that give me access to data,,1
2D. Ease of Use,TTF (Task-Technology Fit),Goodhue,1998,Ease of Use of Hardware and Software,The computer systems that give me access to data are convenient and easy to use,,1
1F. Speed,TTF (Task-Technology Fit),Goodhue,1998,Flexibility,I am not getting as quick a turnaround as I need on requests for new reports or data,,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,Flexibility,Our computer systems are too inflexible to be able to respond to my changing needs for data,,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,Flexibility,When business requirements change it is easy to change the selection and format of data made available by our computer systems,,1
1B4. Number of Steps,TTF (Task-Technology Fit),Goodhue,1998,Locatability,It is easy to find out what data the corporation maintains on a given subject,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,Locatability,"It is easy to locate corporate or divisional data on a particular issue, even if I haven't used that data before",,1
1D8. Clarity,TTF (Task-Technology Fit),Goodhue,1998,Meaning,"On the reports or systems I deal with, the exact meaning of data elements is either obvious, or easy to find out",,1
1D8. Clarity,TTF (Task-Technology Fit),Goodhue,1998,Meaning,The exact definition of data fields relating to my tasks is easy to find out,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,N/A,Quantitative information is important to me in doing my job,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,N/A,The data maintained by the corporation or division and the way it is provided adequately meet my needs,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,N/A,I find the corporate data dictionary (dictionaries) useful,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,N/A,"All in all, the corporate or divisional data is satisfactory in meeting my needs",,1
1D6. Relevant Content,TTF (Task-Technology Fit),Goodhue,1998,N/A,Data dictionaries or data directories are useful to me in locating or understanding the meaning of corporate or divisional data,,1
2A3. Job Compatibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,I frequently deal with ill-defined business problems,,1
2A3. Job Compatibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,The business problems I deal with frequently involve more than one organizational group,,1
2A3. Job Compatibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,My group has had significant input into the design of the systems we use,,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,Frequently my need for information arises on an irregular schedule and is not predictable in advance,,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,"Frequently, after I see what data is available or what the data says, I change my view of the problem and of what data is needed",,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,"Frequently, in the midst of using data to address some issue, I may decide to restate the problem and access slightly different data than I had at first planned",,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,Frequently the business problems I work on involve answering questions that have never been asked in quite that form before,,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,"There is a great deal of variety in the problems, issues or questions for which I need data in my work",,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,The problems I deal with frequently involve more than one business function,,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,In my work I frequently have to think about business problems and the associated data in new ways,,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,Frequently it is necessary to spend a fair amount of time thinking about how best to address a business problem before I begin an analysis,,1
2A5. Flexibility,TTF (Task-Technology Fit),Goodhue,1998,N/A,"For business problems I deal with, the data collection is defined or designed by people outside my group",,1
2D. Ease of Use,TTF (Task-Technology Fit),Goodhue,1998,N/A,Overall I believe there are some important problems with the way corporate or divisional data is managed and made available that make it harder to do my job,,1
4A. Organizational Goals,TTF (Task-Technology Fit),Goodhue,1998,N/A,My company or organization has a strong commitment to developing and supporting information systems,,1
4A. Organizational Goals,TTF (Task-Technology Fit),Goodhue,1998,N/A,My company or organization has a strong commitment to developing and supporting end-user computing,,1
5A. Technology Acceptance,TTF (Task-Technology Fit),Goodhue,1998,N/A,People in my group have participated in the design of some of the important information systems we use,,1
5A2B. Privacy,TTF (Task-Technology Fit),Goodhue,1998,N/A,Data is safeguarded from unauthorized changes or use,,1
5A2B. Privacy,TTF (Task-Technology Fit),Goodhue,1998,N/A,Sensitive data is protected from those who should not have access to it,,1
1D7. Format Output,TTF (Task-Technology Fit),Goodhue,1998,Presentation,The data is presented in a readable and useful format,,1
1D8. Clarity,TTF (Task-Technology Fit),Goodhue,1998,Presentation,The data that I need is displayed in a readable and understandable form,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,Right Data,The computer systems available to me are missing critical data that would be very useful to me in my job,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,Right Data,The data maintained by the corporation or division is exactly what I need to carry out my tasks,,1
1D3. Expected Content,TTF (Task-Technology Fit),Goodhue,1998,Right Data,It is more difficult to do my job effectively because some of the data I need is not available,,1
1D4. Level of Detail,TTF (Task-Technology Fit),Goodhue,1998,Right Level of Detail,Sufficiently detailed data is maintained by the corporation or division,,1
1D4. Level of Detail,TTF (Task-Technology Fit),Goodhue,1998,Right Level of Detail,The company maintains data at an appropriate level of detail for my purposes,,1
1E. System Reliability,TTF (Task-Technology Fit),Goodhue,1998,Systems Reliability,The data is subject to frequent system problems and crashes,,1
1E. System Reliability,TTF (Task-Technology Fit),Goodhue,1998,Systems Reliability,"I can count on the system to be ""up"" and available when I need it",,1
2B1C. Training,TTF (Task-Technology Fit),Goodhue,1998,Training,"There is not enough training on how to find, understand, access or use corporate or divisional data",,1
2B1C. Training,TTF (Task-Technology Fit),Goodhue,1998,Training,I am getting the training I need to be able to used corporate or divisional data effectively in my job,,1
2D. Ease of Use,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Affect,Using a computer is frustrating for me,,1
5B. General Opinion,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Affect,I like working with computers,,1
5B. General Opinion,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Affect,I look forward to those aspects of my job that require me to use a computer,,1
5B. General Opinion,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Affect,"Once I start working on the computer, I find it hard to stop",,1
5B. General Opinion,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Affect,I get bored quickly when working on a computer,,1
5A2. Anxiety,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Anxiety,I feel apprehensive about using computers,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Anxiety,It scares me to think that I could cause the computer to destroy a large amount of information by hitting the wrong key,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Anxiety,I hesitate to use a computer for fear of making mistakes I cannot correct,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Anxiety,Computers are somewhat intimidating to me,,1
2C. Perceived Personal Benefit,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Performance Output Expectation,If I use a computer I will be better organized,,1
2E3. Efficiency,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Performance Output Expectation,If I use a computer I will increase my effectiveness on the job,,1
3B5. Time on Patient,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Performance Output Expectation,If I use a computer I will spend less time on routine job tasks,,1
3B6. Communication Impacts,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Performance Output Expectation,If I use a computer I will be less reliant on clerical support staff,,1
3C1. Quantity Output,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Performance Output Expectation,If I use a computer I will increase the quantity of output for the same amount of effort,,1
3C2. Quality Output,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Performance Output Expectation,If I use a computer I will increase the quality of output of my job,,1
2C3. Professional Image,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Personal Output Expectation,If I use a computer my co-workers will perceive me as competent,,1
2C3. Professional Image,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Personal Output Expectation,If I use a computer I will increase my sense of accomplishment,,1
2C3. Professional Image,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Personal Output Expectation,If I use a computer I will increase my chances of obtaining a promotion,,1
2C3. Professional Image,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Personal Output Expectation,If I use a computer I will be seen as higher in status by my peers,,1
2C3. Professional Image,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Personal Output Expectation,If I use a computer I will increase my chances of getting a raise,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if there was no one around to tell me what to do as I go,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if I had never used a package like it before,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if I had only the system manuals for reference,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if I had seen someone else using it before trying it myself,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if I could call someone for help if I got stuck,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if someone else had helped me get started,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if I had a lot of time to complete the job for which the software was provided,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if I had just the built-in help facility for assistance,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if someone showed me how to do it first,,1
5A4. Perceived Competence,SCT (Social Cognitive Theory) and Individual Reactions to Computing Technology,Compeau,1999,Self-Efficacy,I could complete the job using the software if I had used similar packages before this one to do the same job,,1
1A. Visuals,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The software has a very attractive presentation,42,1
1B1. Layout,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The organisation of the menus or information lists seems quite logical,33,1
1B1. Layout,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,It is easy to see at a glance what the options are at each stage,48,1
1B3. Intuitive Use,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I sometimes don't know what to do next with this software,6,1
1B3. Intuitive Use,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,It is easy to make the software do exactly what you want,39,1
1B4. Number of Steps,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Tasks can be performed in a straightforward manner using this software,26,1
1B4. Number of Steps,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The software allows the user to be economic of keystrokes,34,1
1B4. Number of Steps,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,There are too many steps required to get something to work,36,1
1B4. Number of Steps,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,It is relatively easy to move from one part of a task to another,44,1
1C. User Assistance,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Either the amount or quality of the help information varies across the system,43,1
1C1. Help Menu,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I find that the help information given by this software is not very useful,8,1
1C2. Manuals,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The software documentation is very informative,15,1
1C4. Error Messages,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Error prevention messages are not adequate,38,1
1C5. Error Recovery,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I feel safer if I use only a few familiar commands or operations,14,1
1C5. Error Recovery,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The software has helped me overcome any problems I have had in using it,28,1
1C5A. Error Frequency,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I keep having to go back to look at the guides,30,1
1C5A. Error Frequency,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I have to look for assistance most times when I use this software,50,1
1C6. Prompts and Interaction,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The instructions and prompts are helpful,3,1
1C6. Prompts and Interaction,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I sometimes wonder if I'm using the right commands,11,1
1C6. Prompts and Interaction,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,It is obvious that user needs have been fully taken into consideration,31,1
1D3. Expected Content,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The software hasn't always done what I was expecting,41,1
1D3. Expected Content,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,This software occasionally behaves in a way which can't be understood,46,1
1D4. Level of Detail,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,There is never enough information on the screen when it's needed,18,1
1D8. Clarity,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The way that system information is presented is clear and understandable,13,1
1D8. Clarity,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I can understand and act on the information provided by this software,23,1
1E. System Reliability,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The software has at some time stopped unexpectedly,4,1
1E. System Reliability,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,"If this software stops, it is not easy to restart it",9,1
1F. Speed,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,This software responds too slowly to inputs,1,1
1F. Speed,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,The speed of this software is fast enough,29,1
1I. Features,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I will never learn to use all that is offered in this software,40,1
2A2. Style Compatibility,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,This software seems to disrupt the way I normally like to arrange my work,16,1
2A5. Flexibility,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,This software is awkward when I want to do something which is not standard,24,1
2B1. Learning,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Learning to operate this software initially is full of problems,5,1
2B1. Learning,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,There is too much to read before you can use the software,25,1
2B1. Learning,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Learning how to use new functions is difficult,35,1
2B2. Retention,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,It is easy to forget how to do things with this software,45,1
2B2B. Command Memory,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,It takes too long to learn the software commands,10,1
2D. Ease of Use,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Working with this software is mentally stimulating,17,1
2D. Ease of Use,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Using this software is frustrating,27,1
2D. Ease of Use,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I think this software has made me have a headache on occasion,37,1
2D. Ease of Use,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,This software is really very awkward,47,1
2D. Ease of Use,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Getting data files in and out of the system is not easy,49,1
2E2. General Opinion,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I would recommend this software to my colleagues,2,1
2E2. General Opinion,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I enjoy my sessions with this software,7,1
2E2. General Opinion,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,Working with this software is satisfying,12,1
2E2. General Opinion,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I think this software is inconsistent,21,1
2E2. General Opinion,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I would not like to use this software every day,22,1
2E2. General Opinion,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,There have been times in using this software when I have felt quite tense,32,1
5A4. Perceived Competence,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I feel in command of this software when I am using it,19,1
5A4. Perceived Competence,SUMI (Software Usability Measurement Inventory),Human Factor Research Group,2000,N/A,I prefer to stick to the facilities I know best,20,1
4E. Organization Professional Image,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Image,People in my organization who use the system have more prestige that those who do not,,1
4E. Organization Professional Image,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Image,People in my organization who use the system have a high profile,,1
4E. Organization Professional Image,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Image,Having the system is a status symbol in my organization,,1
6. Intention for Use,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Intention to Use,"Assuming I have access to the system, I intend to use it",,1
6. Intention for Use,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Intention to Use,"Given that I have access to the system, I predict that I would use it",,1
1D6. Relevant Content,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Job Relevance,"In my job, usage of the system is relevant",,1
2A3. Job Compatibility,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Job Relevance,"In my job, usage of the system is important",,1
1D2. Accurate Content,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Output Quality,The quality of the output I get from the system is high,,1
1D2. Accurate Content,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Output Quality,I have no problem with the quality of the system's output,,1
1B3. Intuitive Use,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Perceived Ease of Use,I find it easy to get the system to do what I want it to do,,1
2B2A. Memory Loading,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Perceived Ease of Use,Interacting with the system does not require a lot of my mental effort,,1
2D. Ease of Use,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Perceived Ease of Use,My interaction with the system is clear and understandable,,1
2D. Ease of Use,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Perceived Ease of Use,I find the system to be easy to use,,1
2A3. Job Compatibility,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Perceived Usefulness,I find the system to be useful in my job,,1
3C1. Quantity Output,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Perceived Usefulness,Using the system in my job improves my productivity,,1
3C2. Quality Output,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Perceived Usefulness,Using the system improves my performance in my job,,1
3C3. General Efficiency,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Perceived Usefulness,Using the system enhances my effectiveness in my job,,1
2C. Perceived Personal Benefit,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Result Demonstrability,The results of using the system are apparent to me,,1
2C4. Expression of Benefit,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Result Demonstrability,I have no difficulty telling others about the results of using the system,,1
2C4. Expression of Benefit,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Result Demonstrability,I believe I could communicate to others the consequences of using the system,,1
2C4. Expression of Benefit,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Result Demonstrability,I would have difficulty explaining why using the system may or may not be beneficial,,1
4B. Management Expectations,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Subjective Norm,People who influence my behavior think that I should use the system,,1
4B. Management Expectations,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Subjective Norm,People who are important to me think that I should use the system,,1
4B. Management Expectations,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Voluntariness,My supervisor does not require me to use the system,,1
4D. Voluntariness,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Voluntariness,My use of the system is voluntary,,1
4D. Voluntariness,TAM2 (Technology Acceptance Model 2),Venkatesh,2000,Voluntariness,"Although it might be helpful, using the system is certainly not compulsory in my job",,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Equitable Use,"All potential users could use this product in essentially the same way, regardless of differences in their abilities",,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Equitable Use,Potential users could use this product without feeling segregated or stigmatized because of differences in personal capabilities,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Equitable Use,"Potential users of this product have access to all features of privacy, security, and safety, regardless of personal capabilities",,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Equitable Use,This product appeals to all potential users,,1
2A5. Flexibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Flexibility in Use,Every potential user can find at least one way to use this product effectively,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Flexibility in Use,This product can be used with either the right or left hand alone,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Flexibility in Use,This product facilitates (or does not require) user accuracy and precision,,1
3A2A. Speed,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Flexibility in Use,This product can be used at whatever pace (quickly or slowly) the user prefers,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Low Physical Effort,"This product can be used comfortably (e.g., without awkward movements or postures)",,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Low Physical Effort,This product can be used by someone who is weak or tired,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Low Physical Effort,This product can be used without repeating any motion enough to cause fatigue or pain,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Low Physical Effort,This product can be used without having to rest afterward,,1
1C. User Assistance,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Perceptible Information,"The features of this product can be clearly described in words (e.g., in instruction manuals or on telephone help lines)",,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Perceptible Information,This product can be used without hearing,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Perceptible Information,This product can be used without sight,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Perceptible Information,"This product can be used by persons who use assistive devices (e.g., eyeglasses, hearing aids, sign language, or service animals)",,1
1B3. Intuitive Use,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Simple and Intuitive Use,An untrained person could use this product without instructions,,1
1B3. Intuitive Use,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Simple and Intuitive Use,The most important features of this product are the most obvious,,1
1B3A. Intuitive Wording,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Simple and Intuitive Use,Any potential user can understand the language used in this product,,1
1C6. Prompts and Interaction,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Simple and Intuitive Use,This product provides feedback to the user,,1
2D. Ease of Use,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Simple and Intuitive Use,This product is as simple and straightforward as it can be,,1
3A2. Accessibility,UDPM (Universal Design Performance Measures),Center for Universal Design,2000,Size and Space for Approach and Use,"It is easy for a person of any size to see all the important elements of this product from any position (e.g., standing or seated)",,1
